name,stores
Smart Home,"Diunsa, ACOSA"
SMART HOME,Steren
Smart Home Bluetooth,Steren
Smart TV y Controles,"Steren, Steren"
Smart TV y controles remoto,Steren
Smart TV y Controles Remoto,Steren
Smart Watches (Relojes Inteligentes),Steren
Smartphones,Diunsa
Smartwatches,Steren
Snacks,"Larach y Cia, Farmacias Kielsa, ACOSA, PriceSmart Honduras, ACOSA"
Snacks y Fruta Seca,"Paiz, Walmart Honduras"
Snacks y Premios Perro,"Paiz, Walmart Honduras"
Sobres,"Útiles de Honduras, Útiles de Honduras, ACOSA"
Sobres de vistas,Diunsa
Sofás,PriceSmart Honduras
Softwares,ACOSA
Soldadoras,"Larach y Cia, Larach y Cia"
Soluciones Térmicas,PC Builds Honduras
Solventes y Removedores,Larach y Cia
Sombra ojos,"Paiz, Walmart Honduras"
Sombras para patio,PriceSmart Honduras
Sombreros,PriceSmart Honduras
Sombrillas,PriceSmart Honduras
"Sombrillas ,Paraguas y Capas","Paiz, Walmart Honduras"
Sonajeros,"Paiz, Walmart Honduras"
Sopas,PriceSmart Honduras
SOPAS,Comisariato Los Andes
Sopas Cremas y Condimentos,Larach y Cia
Sopas y Cremas,ACOSA
Sopladoras,Larach y Cia
Sopladoras de hojas,PriceSmart Honduras
Sopletes,Larach y Cia
Soporte publicitario,ACOSA
Soportes articulares,Meyko
Soportes BTS,Steren
Soportes de Pared,Jetstereo
Soportes para celular,Steren
Soportes para toallas de papel,PriceSmart Honduras
Soportes para tv,ACOSA
Soportes para TV,Steren
Soportes para TV montaje,PriceSmart Honduras
Soportes para Vidrio,Larach y Cia
Soportes Tvs,Diunsa
Soportes y Bases,Jetstereo
Sostenes,PriceSmart Honduras
Spaghetti,"Paiz, Walmart Honduras"
Spas,PriceSmart Honduras
SPIDERMAN,Diunsa
Spray y gel para el cabello,PriceSmart Honduras
SSDs,PC Builds Honduras
STEREN,Steren
Stickers y calcomanias,Útiles de Honduras
Stickers Y Calcomanias,Útiles de Honduras
Suavizante,"Paiz, Walmart Honduras"
Suavizante Regular,"Paiz, Walmart Honduras"
Suavizantes para telas,PriceSmart Honduras
Suelos y abonos,PriceSmart Honduras
Sueros,Farmacias Kielsa
Suéteres para mujeres,PriceSmart Honduras
Suéteres para niños,PriceSmart Honduras
Sujetadores,Larach y Cia
Suministros de lavandería,PriceSmart Honduras
Suministros de oficina,ACOSA
Suministros para concesión,PriceSmart Honduras
Suministros para restaurantes,PriceSmart Honduras
Super Fin de Ahorro,Diunsa
Supermercado,ACOSA
Suplemento alimenticio,"Paiz, Walmart Honduras"
Suplemento para diabeticos,"Paiz, Walmart Honduras"
Suplementos Deportivos,"Paiz, Walmart Honduras"
Suplementos nutricionales,PriceSmart Honduras
Sustituto de Azúcar,"Paiz, Walmart Honduras"
Sustitutos de lácteos,PriceSmart Honduras
Suturas,Meyko
Switch y hub,"ACOSA, ACOSA"
Switches (Interruptores) y Relevadores,Steren
Switches Inteligentes,Steren
Switches y relevadores,Steren
TABACOS,Comisariato Los Andes
Tabla de natacion,PriceSmart Honduras
Tablero,"Útiles de Honduras, Útiles de Honduras, ACOSA"
Tablets,"PriceSmart Honduras, Jetstereo, Diunsa"
Tablets lte,ACOSA
Tablets wifi,ACOSA
Tablets y accesorios,ACOSA
"Tacos, pizzas y pastas","Paiz, Walmart Honduras"
Taladros,"Larach y Cia, Larach y Cia"
Taladros eléctricos,PriceSmart Honduras
Talco y aceite para bebé,"Paiz, Walmart Honduras"
Tampones,PriceSmart Honduras
Tampones y copas menstruales,"Paiz, Walmart Honduras"
Tanques para Agua,Larach y Cia
Tapagoteras,"Larach y Cia, Larach y Cia"
Tape doble cara,ACOSA
Tape para sellar,ACOSA
Tape transparente,ACOSA
Tapetes,Walmart Honduras
Tarjetas Gráficas,PC Builds Honduras
Tarjetas Indices,Útiles de Honduras
Tarjetas Índices,Útiles de Honduras
Tartas,PriceSmart Honduras
Tarugos,Larach y Cia
Tazas y Jarras,"Paiz, Walmart Honduras"
Té,PriceSmart Honduras
"TE ",Comisariato Los Andes
Te listo para beber,"Paiz, Walmart Honduras"
Té Medicinales,"Paiz, Walmart Honduras"
Teatro en Casa,Jetstereo
Teclados,"PC Builds Honduras, Jetstereo, ACOSA"
Teclados Alambricos,ACOSA
Teclados Alámbricos,Jetstereo
Teclados gaming,ACOSA
Teclados Gaming,Jetstereo
Teclados Inalambricos,ACOSA
Teclados Inalámbricos,Jetstereo
Teclados para computadoras,PriceSmart Honduras
Teclados y Mouse,Walmart Honduras
Tecle y Poleas,Larach y Cia
Tecnologia,"Game Station, Útiles de Honduras, ACOSA"
Tecnología,"Útiles de Honduras, Larach y Cia, Farmacias Kielsa, Diunsa, Lady Lee"
Tela Metálica y Accesorios,Larach y Cia
TELEFONÍA CELULARES Y TABLETS,Steren
Teléfonos,Steren
Teléfonos celulares,PriceSmart Honduras
Telefonos y Accesorios,Larach y Cia
Telescopios,PriceSmart Honduras
Televisores,"Paiz, Walmart Honduras, Jetstereo, PriceSmart Honduras, Diunsa, ACOSA"
Televisores y Entretenimiento,Jetstereo
Temperas Pinturas y Acuarelas,Larach y Cia
Temporada,Lady Lee
TEMPORADAS,Comisariato Los Andes
Temporizadores,Steren
Tenazas y Alicates,"Larach y Cia, Larach y Cia"
Tendederos,PriceSmart Honduras
"Tenis, Squash y Boxeo",Walmart Honduras
Tensiometros,Farmacias Kielsa
Tensores,Larach y Cia
Tequila,"Paiz, PriceSmart Honduras, Walmart Honduras"
Terapia respiratoria,Meyko
Terminales y Acc. Para Cable Electrico,Larach y Cia
Termometros,Farmacias Kielsa
Termómetros,Meyko
Termómetros Digitales,Steren
Termometros para Cocina,Larach y Cia
Termos,Jetstereo
Termos para Alimentos y Bebidas,Larach y Cia
Termos y Botellas,"Paiz, Walmart Honduras"
Termos y estuches,Meyko
Termos y loncheras,ACOSA
Terrajas,Larach y Cia
Terraza,Walmart Honduras
Tetera Eléctrica,Jetstereo
Teteras,PriceSmart Honduras
Textil baño,Diunsa
Textil cocina,Diunsa
Textil de cocina,ACOSA
Textil dormitorio,Diunsa
Textil Hogar,Diunsa
Textos,"Útiles de Honduras, Útiles de Honduras"
Tienda de Conveniencia,Farmacias Kielsa
Tijera Escolar,"Útiles de Honduras, Útiles de Honduras"
Tijera Oficina,"Útiles de Honduras, Útiles de Honduras"
Tijeras,"Larach y Cia, Larach y Cia, Larach y Cia"
Tijeras de diseño,ACOSA
Tijeras escolares,ACOSA
"Tijeras, cintas y pegamentos","Paiz, Walmart Honduras"
Timbres,Larach y Cia
Timbres Inalámbricos,Steren
Tinta y tóner,PriceSmart Honduras
Tintas,Jetstereo
Tintas y Cartuchos,Larach y Cia
Tinte de cabello,"Paiz, Walmart Honduras"
Tintes,Larach y Cia
Tiroides,Farmacias Kielsa
Toallas,"Paiz, Walmart Honduras, PriceSmart Honduras"
Toallas de cocina,"Paiz, Walmart Honduras"
Toallas de papel,PriceSmart Honduras
Toallas íntimas,"Paiz, Walmart Honduras"
Toallas para auto,PriceSmart Honduras
Toallas para secadora,PriceSmart Honduras
Toallas sanitarias,PriceSmart Honduras
TOALLAS SANITARIAS Y PROTECTORES,Comisariato Los Andes
Toallitas Desinfectantes,"Paiz, Walmart Honduras"
Toallitas Húmedas,"Paiz, Walmart Honduras"
Toallitas para bebé,PriceSmart Honduras
Tocino,"Paiz, Walmart Honduras, PriceSmart Honduras"
Todo Print,ACOSA
Todos,"Diunsa, Comisariato Los Andes"
"Toldos,Carpas y Sombrillas",Larach y Cia
Toma Corrientes Inteligentes,Steren
Tomate Especialidad,"Paiz, Walmart Honduras"
Tomate Rojo,"Paiz, Walmart Honduras"
Tomates enlatados,PriceSmart Honduras
TOP 50,Diunsa
Top Mount,Jetstereo
Tops para mujeres,PriceSmart Honduras
Tornillos y Pernos,"Larach y Cia, Larach y Cia"
Tortillas,PriceSmart Honduras
Tortillas de Harina,"Paiz, Walmart Honduras"
Tortillas de Maíz,"Paiz, Walmart Honduras"
Tortillería,"Paiz, Walmart Honduras"
Tostadoras,Jetstereo
Tostadoras y hornos tostadores,PriceSmart Honduras
Tostadoras y wafleras,Diunsa
Touchdown Deals,Diunsa
Training,Diunsa
Training accesorios,Diunsa
Training ropa,Diunsa
Trajes de Baño Mujer,Walmart Honduras
"Trampa, Veneno, y Ahuyentadores","Larach y Cia, Larach y Cia"
Trampolines,"PriceSmart Honduras, Walmart Honduras"
Transformador Electrico,Larach y Cia
Transformadores,"Steren, Steren"
Transistores,Steren
Transmisores FM Bluetooth,"Steren, Steren, Steren, Steren"
Trapeadores,Jetstereo
Trapeadores y Quitapelusas,"Paiz, Walmart Honduras"
Tratamiento,Farmacias Kielsa
Tratamiento capilar,"Paiz, Walmart Honduras"
Tratamientos corporales,"Paiz, Walmart Honduras"
Tratamientos faciales,"Paiz, Walmart Honduras"
Triciclos y Montables,Walmart Honduras
Trifolios o display board,ACOSA
Triturador,Larach y Cia
Tronzadoras,Larach y Cia
Tuberculos,"Paiz, Walmart Honduras"
Tuberia para Electricidad,Larach y Cia
Tubería y Radiadores,PC Builds Honduras
"Tubo EMT, Flexible y Poliducto",Larach y Cia
Tubos Conduit Pvc y Cpvc,Larach y Cia
"Tubos Conduit y Flexible PVC , Acces.",Larach y Cia
Tubos de Cobre,Larach y Cia
Tubos Led,Larach y Cia
Tubos Metalicos,Larach y Cia
Tuercas para LLanta,Larach y Cia
TV Thursday,Diunsa
TV Y VIDEO,Steren
Twin,Jetstereo
Umbrales para puerta y pisos,Larach y Cia
Unidades de estanterías,PriceSmart Honduras
Unifuncional,Jetstereo
Ups,"ACOSA, ACOSA"
UPS,"Jetstereo, PriceSmart Honduras"
UPS y Protector de Corriente,Jetstereo
"Ups, Protectores y Supresores",Larach y Cia
Usados,ACOSA
USB,Jetstereo
Usb a rj45,ACOSA
USB C,Jetstereo
Usb wifi,ACOSA
Uso Personal,"Larach y Cia, Larach y Cia"
Uso Pesonal,Larach y Cia
Utensilios comerciales para cocina,PriceSmart Honduras
Utensilios de cocina,"Paiz, Walmart Honduras, ACOSA, PriceSmart Honduras"
Utensilios de Repostería,"Paiz, Walmart Honduras"
UTENSILIOS DEL HOGAR,Comisariato Los Andes
UTENSILIOS DESECHABLES,Comisariato Los Andes
Utensilios para asar,"Paiz, Walmart Honduras"
Utensilios para Cocina,Larach y Cia
Utensilios para la cocina,PriceSmart Honduras
Útiles escolares,Diunsa
Uvas,"Paiz, Walmart Honduras"
Vainicas enteras,"Paiz, Walmart Honduras"
Vajilla,ACOSA
Vajilla y cubiertos desechables de temporada,PriceSmart Honduras
Vajillas,"Paiz, Walmart Honduras"
"Vajillas, Cubiertos y Recipientes",Larach y Cia
Varilla Cobre,Larach y Cia
Varilla Hierro,Larach y Cia
Varilla Roscada,Larach y Cia
Varios,"Larach y Cia, Larach y Cia, Larach y Cia"
Varistores,Steren
Vasos desechables,ACOSA
Vasos y Copas,"Paiz, Walmart Honduras"
Vasos y platos,"Paiz, Walmart Honduras"
Vegetales,ACOSA
VEGETALES,Comisariato Los Andes
Vegetales enlatados,PriceSmart Honduras
Vegetales Enlatados,"Paiz, Walmart Honduras"
Vegetales Procesados Mix,"Paiz, Walmart Honduras"
Vehículo,ACOSA
Vehículos de colección,"Paiz, Walmart Honduras"
Vehículos de juego,PriceSmart Honduras
"Vehículos, pistas y control remoto","Paiz, Walmart Honduras"
Velas,PriceSmart Honduras
Velas y aromaterapia,"Paiz, Walmart Honduras"
Vendas,Farmacias Kielsa
Ventilador,Diunsa
Ventiladores,"PriceSmart Honduras, Steren, Jetstereo"
Ventiladores de techo,PriceSmart Honduras
Ventiladores y Extractores,"Larach y Cia, Larach y Cia"
Verano,"ACOSA, Diunsa"
Verduras,"Paiz, Walmart Honduras"
VERDURAS,Comisariato Los Andes
Verduras congeladas,PriceSmart Honduras
Verduras Congeladas,"Paiz, Walmart Honduras"
Verduras frescas,PriceSmart Honduras
Verticales,Jetstereo
Vestidos para mujeres,PriceSmart Honduras
Vestuario y textil bebé,Diunsa
Viaja,Steren
Vida Fit,Diunsa
Video porteros e intercomunicadores,"Steren, Steren"
Videojuegos,Walmart Honduras
Videojuegos y consolas,PriceSmart Honduras
VIDEOVIGILANCIA Y SEGURIDAD,Steren
Vidrios Templados,Jetstereo
Vinagre,"Walmart Honduras, Paiz"
"Vineras / Centro de Bebida ",Jetstereo
Vino blanco,PriceSmart Honduras
Vino Blanco,"Walmart Honduras, Paiz"
Vino espumante,PriceSmart Honduras
Vino rosado,PriceSmart Honduras
Vino Rosado,"Paiz, Walmart Honduras"
Vino tinto,PriceSmart Honduras
Vino Tinto,"Paiz, Walmart Honduras"
Vinos,"Paiz, Walmart Honduras"
VINOS,Comisariato Los Andes
Vinos y Licores,ACOSA
Vísceras y Menudos,"Paiz, Walmart Honduras"
Vitamina A y D,"Paiz, Walmart Honduras"
Vitamina C,"Paiz, Walmart Honduras"
Vitamina E,"Paiz, Walmart Honduras"
Vitaminas,"Farmacias Kielsa, PriceSmart Honduras"
Vitaminas y Minerales,Farmacias Kielsa
Vitaminas y Suplementos,"Paiz, Walmart Honduras"
Vodka,"Paiz, PriceSmart Honduras, Walmart Honduras"
Volleyball,Diunsa
Waffleras,Jetstereo
Waflera,PriceSmart Honduras
Watercooling,PC Builds Honduras
Whirlpool,Diunsa
Whisky,"Paiz, Walmart Honduras, PriceSmart Honduras"
Xbox,Game Station
Xiaomi,Diunsa
XIAOMI,Walmart Honduras
Yoga,Diunsa
Yogurt,"Paiz, PriceSmart Honduras, Walmart Honduras"
YOGURT,Comisariato Los Andes
Yogurt Batido,"Paiz, Walmart Honduras"
Yogurt Bebible,"Paiz, Walmart Honduras"
Yogurt Natural,"Paiz, Walmart Honduras"
Zanahoria,"Paiz, Walmart Honduras"
Zapateras,"Paiz, Walmart Honduras"
Zapatería,Walmart Honduras
Zapatos Para Hombre,Walmart Honduras
Zapatos para hombres,PriceSmart Honduras
Zapatos Para Mujer,Walmart Honduras
Zapatos para mujeres,PriceSmart Honduras
Zapatos para niños,PriceSmart Honduras
"Zapatos, guantes y gorros para niños",Walmart Honduras
Zocalo,Larach y Cia
